company-card-desktop href,company-name,company-description,CTL Vertical,metadata-value 2,Confirmed Solution,Confirmed Sector,Gemini Drawdown Solution,Gemini Drawdown Sector,Perplexity AI Solution,Perplexity AI Topic,company-card-logo src
https://www.climatetechlist.com/company/upstart-power,Upstart Power,"Upstart Power is a privately held company that designs, manufacture, and sells solid oxide fuel cell systems.",Clean Energy,Series C,,,,Industry,Alternative Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.upstartpower.com%2F&w=640&q=75
https://www.climatetechlist.com/company/vortexa,Vortexa,Vortexa provides a real-time data and analytics platform for energy and freight industries.,Clean Energy,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fvortexa.com&w=640&q=75
https://www.climatetechlist.com/company/mint-innovation,Mint Innovation,Developing a biometallurgical processes that use microbes to capture value from metal waste streams while mitigating environmental harm.,Efficiency & Reduction,Series C,,,Recycled Metals,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.mint.bio%2F&w=640&q=75
https://www.climatetechlist.com/company/qnergy,Qnergy,"Qnergy was established in 2009 by Ricor Cryogenic and Vacuum, a world leader in the field of miniature Stirling cryogenic coolers.",Efficiency & Reduction,Series C,,,,,Alternative Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fqnergy.com&w=640&q=75
https://www.climatetechlist.com/company/erthos,Erthos,Erthos transforms the utility-scale solar industry by driving technology innovation to arrive at the lowest levelized cost of energy.,Efficiency & Reduction,Series C,,,Utility-Scale Solar Photovoltaics,,Solar Power,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.erthos.com%2F&w=640&q=75
https://www.climatetechlist.com/company/first-light-fusion,First Light Fusion,First Light Fusion is an energy company that focuses on researching energy generation by inertial confinement fusion.,Efficiency & Reduction,Series C,,,Nuclear Power,,Nuclear Fusion,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ffirstlightfusion.com&w=640&q=75
https://www.climatetechlist.com/company/biomason,Biomason,Biomason is a developer of a building materials technology that employs natural microorganisms to grow bio cement in ambient temperatures.,Efficiency & Reduction,Series C,,,Alternative Cement,,Alternative Building Materials,,https://www.climatetechlist.com/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffavicon.4f7bec82.svg&w=640&q=75
https://www.climatetechlist.com/company/green-revolution-cooling,Green Revolution Cooling,Green Revolution Cooling provides computer hardware manufacturing services.,Efficiency & Reduction,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fgrcooling.com&w=640&q=75
https://www.climatetechlist.com/company/nautilus-data-technologies,Nautilus Data Technologies,Nautilus Data Technologies is a collection of data centers used in large businesses.,Efficiency & Reduction,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fnautilusdt.com&w=640&q=75
https://www.climatetechlist.com/company/refurbed,Refurbed,Refurbed is an online marketplace for refurbished products.,Efficiency & Reduction,Series C,,,Recycling,,Recycling,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Frefurbed.com&w=640&q=75
https://www.climatetechlist.com/company/brighte,Brighte,"Brighte is a sustainable energy technology platform, offering sustainable energy financing solutions and energy for the home",Financing & Fintech,Series C,,,,,Renewable Energy,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fbrighte.com.au&w=640&q=75
https://www.climatetechlist.com/company/persistent-energy-partners,Persistent Energy Partners,Persistent Energy Partners (PEP) focuses on providing off-grid households with access to basic energy services.,Financing & Fintech,Series C,,,,,Clean Energy Access,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fpersistent.energy&w=640&q=75
https://www.climatetechlist.com/company/vive-crop-protection,Vive Crop Protection,Vive Crop Protection is an agritech company that makes effective and sustainable pesticides for organic and non-organic production.,Food & Ag,Series C,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fvivecrop.com&w=640&q=75
https://www.climatetechlist.com/company/iron-ox,Iron Ox,"Solving global climate through our food, grown renewably, using technology",Food & Ag,Series C,,,,"Food, Agriculture, and Land Use",Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.ironox.com&w=640&q=75
https://www.climatetechlist.com/company/n-drip,N-drip,N-Drip is an agritech company that develops gravity micro-irrigation system to reduce water use in agriculture.,Food & Ag,Series C,,,Farm Irrigation Efficiency,,,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fndrip.com&w=640&q=75
https://www.climatetechlist.com/company/seetree,SeeTree,The Intelligence Platform for Tree's,Food & Ag,Series C,,,,Land Sinks,Sustainable Agriculture,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fwww.seetree.ai&w=640&q=75
https://www.climatetechlist.com/company/eacon-mining,Eacon Mining,Eacon Mining is a provider of autonomous haulage solutions and new energy technology at surface mines.,Industrials,Series C,,,,,,Efficient Mining,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Feacon.com&w=640&q=75
https://www.climatetechlist.com/company/foghorn,Foghorn,FogHorn is a developer of edge intelligence software for industrial and commercial IoT application solutions.,Industrials,Series C,,,,,,Industrial IoT,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ffoghorn.io&w=640&q=75
https://www.climatetechlist.com/company/greenwave-systems,Greenwave Systems,Greenwave Systems is a software and services company that leverages Internet of Things technologies to help clients deploy managed services.,Industrials,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fgreenwavesystems.com&w=640&q=75
https://www.climatetechlist.com/company/percepto,Percepto,Percepto is a developer of autonomous drone technology for surveillance and inspections.,Industrials,Series C,,,,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fpercepto.co&w=640&q=75
https://www.climatetechlist.com/company/veros-systems,Veros Systems,Veros Systems is a web-based predictive intelligence platform supporting businesses in increasing energy efficiency.,Industrials,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fverossystems.com&w=640&q=75
https://www.climatetechlist.com/company/beyond-limits,Beyond Limits,"Beyond Limits is an industrial and enterprise-grade AI technology company that focuses on energy, utilities and healthcare.",Nature Restoration,Series C,,,,,Energy Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fbeyond.ai&w=640&q=75
https://www.climatetechlist.com/company/flyability,Flyability,Flyability is a Swiss company building safe drones for inaccessible places.,Nature Restoration,Series C,,,,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fflyability.com&w=640&q=75
https://www.climatetechlist.com/company/unseenlabs,Unseenlabs,"Unseenlabs offers maritime surveillance via space-based RF detection, tracking ships worldwide by electromagnetic signatures.",Nature Restoration,Series C,,,,,,Maritime Surveillance,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Funseenlabs.space&w=640&q=75
https://www.climatetechlist.com/company/data-gumbo,Data Gumbo,The smart contract network company trusted by global industrial enterprises,Other Verticals,Series C,,,,,Industrial Efficiency,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fdatagumbo.com&w=640&q=75
https://www.climatetechlist.com/company/finn,Finn,FINN provides mobility solution by offering monthly car subscriptions through their online platform.,Transportation,Series C,,,,Transportation,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ffinn.com&w=640&q=75
https://www.climatetechlist.com/company/h55,H55,"H 55 is developing certified technology solutions to make aviation clean, quite, efficient, affordable and ultimative autonomous.",Transportation,Series C,,,Electric Aviation,,Efficient Aviation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.h55.ch%2F&w=640&q=75
https://www.climatetechlist.com/company/immotor,Immotor,Immotor develops and sells portable and personal transport systems.,Transportation,Series C,,,Electric Bicycles,,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fehuandian.net&w=640&q=75
https://www.climatetechlist.com/company/iotecha,IoTecha,IoTecha provides a suite of integrated products for electric vehicle smart charging and powerline communications.,Transportation,Series C,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.iotecha.com&w=640&q=75
https://www.climatetechlist.com/company/norsepower-oy,Norsepower Oy,Norsepower Oy is a clean technology and engineering company pioneering the generation of renewable wind energy.,Transportation,Series C,,,Efficient Ocean Shipping,,Wind Power,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fnorsepower.com&w=640&q=75
https://www.climatetechlist.com/company/scoop-technologies,Scoop Technologies,Scoop brings commuters together in convenient carpools by partnering with their employers.,Transportation,Series C,,,Carpooling,,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Ftakescoop.com&w=640&q=75
https://www.climatetechlist.com/company/urent,Urent,Urent is an e-scooter and bike-sharing service provider of e-scooter and bikes for public transportation and urban mobility.,Transportation,Series C,,,Public Transit,,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Furent.ru&w=640&q=75
https://www.climatetechlist.com/company/volta-trucks,Volta Trucks,Volta Trucks is an automotive company offering electric trucks for sustainable cities.,Transportation,Series C,,,Efficient Trucks,,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttps%3A%2F%2Fvoltatrucks.com%2F&w=640&q=75
https://www.climatetechlist.com/company/vulog,Vulog,Vulog builds technology solutions that power the most successful shared mobility businesses in the world.,Transportation,Series C,,,,Transportation,Efficient Transportation,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fwww.vulog.com&w=640&q=75
https://www.climatetechlist.com/company/xcharge,Xcharge,XCharge is a global EV charging solution provider.,Transportation,Series C,,,,Transportation,Electric Vehicles,,https://www.climatetechlist.com/_next/image?url=https%3A%2F%2Flogo.clearbit.com%2Fhttp%3A%2F%2Fxcharge.com&w=640&q=75
